"file_name","language","transcript"
"data/train/576022.wav","en","My name is Officer Amanda Barnes and the purpose of the call we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press one. I repeat press one. Thank you and have a great day. "
"data/train/790383.wav","en","filed on your social security number for fraudulent activities. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, your social will be blocked permanently. Press 1 and you will be connected to the concerned department. "
"data/train/1195627.wav","zh","Failed English Inquiries, please press it, and Chinese, please press. This is the last UPS one-time express notice. You have a failed express application. English Inquiries, please press 8. Chinese Inquiries, please press 9. "
"data/train/465596.wav","en","Hi there. This is Sydney calling you from AT&T Direct TV. How are you doing today? Well, considering the ongoing pandemic, this year, 2021, Direct TV has decided to give 50% discount to all of its existing customers. So, do you have a moment to speak to one of our account specialists so that he can apply the discount on your Direct TV account? "
"data/train/711074.wav","en","Thank you for connecting. I am the virtual assistant for Margaret Smith with Central Processing Center for Federal Back Tax Negotiations. The purpose of her call was to make you aware that the government suspended the Tax Collection Act and will settle all old tax debts that U.S. residents may have. This means you are not going to need to pay back your past due taxes since they are non-collectible and ready to be settled. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. To use our AI automation and find the program you are interested in, please visit us at www.cdc.gov.au. "
"data/train/431108.wav","en","The reason you have received this phone call from our department is to inform you that there is illegal enforcement actions filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. "
"data/train/435069.wav","en","immediate basis because your social has been found suspicious for some illegal activities. It's very time sensitive and urgent, but I do hear back from you before we proceed further with suspension of your social and assets. Please press one to speak to the officer. I repeat press one to speak to the officer right away. Thank you. "
"data/train/819751.wav","en","A pre-authorized purchase of an Apple MacBook Pro and an Apple AirPods is being ordered from your Amazon account for an amount of $1,537.35. To cancel your order or to connect with one of our customer support representative, please press 1. "
"data/train/211189.wav","en","Hello, I am an artificial intelligent notification bot. The purpose of this call is to make you aware that a recent lawsuit settlement now requires the IRS to settle all old tax debt that any US residents currently have. This means you do not need to pay back your past due taxes as they are temporarily non-collectible and can be forced into a settlement on your behalf. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. Use our AI automation and find the program you are approved. "
"data/train/549506.wav","en","to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. "
"data/train/242207.wav","en","you numerous times by mail and now by phone in regards to policy benefits offered through your Medicare plan. If you do not act soon, we will label you ineligible for these benefits. To speak to a local specialist or to learn more about these benefits, please press 1. To be removed from our call list, please press 9. This is Susan, your local patient advocate. This is an urgent message for all patients currently on Medicare. We have tried to reach you numerous times by mail and now by phone in regards to policy benefits offered through your Medicare plan. If you do not act soon, we will label you ineligible for these benefits. To speak to a local specialist or to learn more about these benefits, please press 1. To be removed from our call list, please press 9. This is Susan, your local patient advocate. This is an urgent message for all patients currently on Medicare. We have tried to reach you numerous times by mail and now by phone in regards to policy benefits offered through your Medicare plan. If you do not act soon, we will label you ineligible for these benefits. To speak to a local specialist or to learn more about these benefits, please press 1. To be removed from our call list, please press 9. "
"data/train/453388.wav","en","named by U.S. Customs and Border Protection, with contraband of drugs and cash. So the moment you receive this message, please press 1 to talk to our investigation officer to avoid legal consequences. "
"data/train/500579.wav","en","This is an automated message from the disconnection department of Baltimore Gap and Electra to inform you that you will be experiencing a disconnection of service today within 30 minutes. Please press 1 to speak to a representative. Thank you. "
"data/train/924827.wav","en","We strongly recommend please do not access your account on your device for security reason until your account will not get fixed. For more support, speak to our Amazon support team. Press 1. "
"data/train/735436.wav","en","$5 made for Amazon gift card from Ohio on your Amazon account. Press 1 if you did not do this. Press 2 to listen to this message again, or simply hung up to approve this order. Thank you. "
"data/train/576035.wav","en","Officer Amanda Barnes and the purpose of the call. We are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the South border of Texas. So please in order, go ahead, get more information to speak with officer. Press one. I repeat press one. Thank you and have a great day. "
"data/train/795467.wav","en","Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press one or press two to authorize this order. "
"data/train/574745.wav","en","is being ordered from your Amazon account for an amount of $1,537.35. To cancel your order or to connect with one of our customer support representatives, please press 1. "
"data/train/539383.wav","en","Hello. This message is fully intended for you. We are calling you from the legal department to inform you that due to some suspicious activities related to your name, we are trying to reach you, but unfortunately we missed your answer. In order to connect our legal department, press 1 so that we can discuss about your case file and take necessary action on this matter. In case we would not hear from you, then you will face some legal consequences. To connect now press 1 and you will be automatically connect to the concerned department. By this call, you have been officially notified. Thank you. "
"data/train/841743.wav","en","Hi there, I'm calling you from AT&T Direct TV to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 855-457-7745 from 8 a.m. till 9 p.m. Pacific Standard Time. Thank you and have a great day! "
"data/train/1140907.wav","en","inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. "
"data/train/805662.wav","en","This is officer Sarah Jones calling you from the legal department. The very second you read this message you need to leave your work so we can discuss about your case and take necessary action on this matter in order to connect Press 1 and you will be connected to the concerned department. If we don't hear from you IT will be forced to take legal action against you. "
"data/train/576036.wav","en","My name is officer Amanda Barnes and the purpose of the call, we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the South border of Texas. So please in order go ahead, get more information to speak with officer press one. I repeat press one. Thank you and have a great day. "
"data/train/404481.wav","en","received this phone call from our department is to inform you that there's a legal enforcement action filed on your social security number for fraudulent activities. So when you get this message, kindly press 1 before we begin with the legal proceedings, I repeat press 1 to speak with our officers directly. Thank you and have a nice day. "
"data/train/557672.wav","en","there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. "
"data/train/549491.wav","en","11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. "
"data/train/608000.wav","en","placed for Apple MacBook Pro and iPhone 11 using your Amazon account. If you do not authorize this order to cancel press 1. "
"data/train/694449.wav","en","So, when you get this message, kindly press 1 to discuss with available officer. The reason you have received this phone call from our department is to inform you that there's a legal enforcement actions filed on your name for fraudulent activities. So, when you get this message, kindly press 1 to discuss with available officer. "
"data/train/525129.wav","en","received this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So when you get this message kindly press 1 to connect with the next available officer. Thank you. "
"data/train/1153265.wav","en","amount of $2,798 to cancel your order or to connect with one of our customer support representatives. Please press 1. "
"data/train/701118.wav","en","trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with officer press 1. I repeat press 1. Thank you and have a great day. "
"data/train/63405.wav","en","Press 2 to be removed and put on our DNC. Press 1 to speak with a warranty specialist about possibly extending or reinstating your car's warranty. Or call 833-304-1447. "
"data/train/651840.wav","en","to authorize a payment of $999.99. We would like you to inform you that there has been an order placed for an Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press one to speak to our representative or press two to authorize. "
"data/train/872746.wav","en","Hi there, I'm calling you from AT&T Direct TV to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 833-769-1634 from 8 a.m. to 5 p.m. Pacific Standard Time. Thank you and have a great day. "
"data/train/594950.wav","en","on account today. Press 1 to dispute and connect with our Amazon customer care representative or press 2 to listen again. "
"data/train/675291.wav","en","Hi, this is officer calling you from the legal department. The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter. In order to connect federal agent, press one and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take legal action against you. Press one and you will be connected to the concerned CBP officer. Hi, this is officer calling you from the legal department. The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter. In order to connect federal agent, press one and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take legal action against you. Press one and you will be connected to the concerned CBP officer. "
"data/train/557666.wav","en","To your customer, thank you for using Amazon. This is a payment confirmation call for your order ID, AMC 284U49, for a refurbishment book Pro 12, worth $497, for which your card, attached with your Amazon account, has been charged. If you would like to cancel this order, please press 1, else contact Amazon fraud detection number by calling us back on the number provided. Thanks for your patience. "
"data/train/211193.wav","en","Hello, I am an artificial intelligent notification bot. The purpose of this call is to make you aware that a recent lawsuit settlement now requires the IRS to settle all old tax debt that any US residents currently have. This means you do not need to pay back your past due taxes as they are temporarily non-collectible and can be forced into a settlement on your behalf. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. Use our AI automation and find the program you are approved. "
"data/train/Social_Security_Scam_-_Call_the_SSA_Call_20210122T194442Z_IDT_telecom.wav","en","Department of the Social Security Administration. The reason you have received this phone call from our department is to inform you that there are legal enforcement actions filed on your social security number for fraudulent activities. So, when you get this message, kindly call back at the earliest possible on our number before we begin with the legal proceedings that is, 985-602-2086. Thank you. "
"data/train/360189.wav","en","Hello, you have reached the Central Processing Center for IRS Back Tax Negotiations. I am a virtual assistant that can help direct your call, how can I help you? You can say things like responding to a text or returning a phone call. "
"data/train/560665.wav","en","to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with officer press 1. I repeat press 1. Thank you and have a great day. "
"data/train/525147.wav","en","Social Security Administration. The reason you receive this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. "
"data/train/360169.wav","en","Hello. I am an artificial intelligent notification bot. The purpose of this call is to make you aware that as a U.S. resident, you are now able to take advantage of alternative federal student loan repayment options and hardship programs. These programs are only for individuals who have less than $160,000 in federal student loan debt. Having debt obligations may cause a hardship when added to your overall monthly bills. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. "
"data/train/598198.wav","en","This call is from the Department of Social Security Administration. The reason you are receiving this phone call is to inform you that we will be suspending your social security number because we found some suspicious activities on your social security. If you want more information about this case, press 1. Thank you. Goodbye. "
"data/train/560754.wav","en","This is Susie calling with the Vehicle Service Department. We are calling about your vehicle's manufacturer's warranty. We sent you several notices in the mail that you have yet to extend your warranty past the factory cutoff. And this is a courtesy call to renew your warranty before we close the file. If you are interested in renewing your auto warranty now, please press five now or press nine to be removed from our list. Hi, this is Susie calling with the Vehicle Service Department. We are calling about your vehicle's manufacturer's warranty. We sent you several notices in the mail that you have yet to extend your warranty past the factory cutoff. "
"data/train/917074.wav","en","Please press 1. If you approve this transaction, please press 2. "
"data/train/1167381.wav","en","Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. "
"data/train/334382.wav","en","of this call is to notify you that a package filled with drugs has been ceased under your name and this comes under criminal activity kindly press 1 to get more information and to connect with an officer press 1 to get more information "
"data/train/549509.wav","en","card which will be dispatched in the next 24 hours. If you have not made any such purchases or transactions, then kindly press 1 to speak Amazon customer service. Thank you. "
"data/train/60681.wav","en","Department of Social Security Administration. The reason you have received this phone call from our department is to inform you that there's illegal enforcement actions filed on your Social Security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available agent. Thank you. "
"data/train/286367.wav","en","Hello. I am an artificial intelligent notification bot. The purpose of this call is to make you aware that as a U.S. resident, you are now able to take advantage of alternative federal student loan repayment options and hardship programs. These programs are only for individuals who have less than $160,000 in federal student loan debt. Having debt obligations may cause a hardship when added to your overall monthly bills. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. "
"data/train/560646.wav","en","is officer Amanda Barnes and the purpose of the call we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press one. I repeat press one. Thank you and have a great day. "
"data/train/s6diZGlyX2duemRpcjp0b21jYXQ3OTUxOjE2NDMwMzc1NTkxNDlSyn5kd9.gen_Global_Net_Holdings_Robocall__SSA-Suspended.wav","en","We will be suspending your social security number because we found some suspicious activities on your social security. If you want more information about this case, press 1. Thank you. "
"data/train/447431.wav","en","The reason you have received this phone call from our department is to inform you that there is a legal enforcement actions filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. "
"data/train/560647.wav","en","We are trying to reach you to let you know that your social security number is been used for some kind of fraudulent activities in the south border of Texas. So please in order, go ahead, get more information to speak with officer press one. I repeat press one. Thank you and have a great day. "
"data/train/460645.wav","en","This call is from the Department of Social Security Administration. The reason you have received this phone call from our department is to inform you that we just suspend your social security number because we found some suspicious activity. So if you want to know about this case just press 1 thank you. "
"data/train/382016.wav","en","Greetings, this is an automated message from the Disconnection Department of Cell Energy Electricity Company to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account. Please press 1 to speak with a representative. Thank you. Greetings, this is an automated message from the Disconnection Department of Cell Energy Electricity Company to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account. Please press 1 to speak with a representative. Thank you. "
"data/train/946586.wav","en","Hello? Hi Grandpa! Oh man, fuck you! "
"data/train/797787.wav","en","Hello, this call is from So, Shell, C, Cure, T, Noom, Burr. We have found some Sooths, P, C, Us, Act, T, Witty under your name. Please press 1 now to speak with presenters. Thank you. "
"data/train/1630350028.16156_in_Range_Telecom_Robocall__CreditCard-RateReduction.wav","en","Hello, this is Sarah from Discover. I am calling in regards to rate expiration. We've been trying to reach you as your eligibility for rate reduction is about to expire. Call SS1 for more information or hang up this call. "
"data/train/832638.wav","en","Hi, this is Officer calling you from the Customs and Border Protection. The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter in order to connect. With Officer, press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take action against you. Press 1 and you will be connected to the concerned department. Or press 9 to disconnect the call. Hi, this is Officer calling you from the Customs and Border Protection. The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter in order to connect. With Officer, press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take action against you. Press 1 and you will be connected to the concerned C, B, P Officer, or press 9 to disconnect the call. "
"data/train/1221882.wav","en","Hello? Hello, this is Alex with American Benefits on a recorded line. How are you doing today? What do you want? Great. Now, I am with American Benefits, and based on our records, I do show that you may qualify for a new state-regulated final expense program that is actually going to cover 100% of your burial cost, your cremation, so on and so forth. But let me ask you, are you between the ages of 50 and 80 years old? Tell me your web address so I can find you on the Internet. Well, I am fairly new here, and the last thing I want to do is give you any misinformation. So let me go ahead and get one of my specialists on the line for you, and they'll be able to answer any questions that you might have, okay? Tell me your web address so I can find you on the Internet. "
"data/train/1114595.wav","en","Hi this call is from Amazon, we have noticed an unusual activity from four different locations and devices. There is one pre-authorized order placed for Apple MacBook Pro and AirPod Pro for a total amount of $1499 it will be deducted from your account soon. Your reference ID number is 27369. Was this you? If you have not authorized this transaction then press 1 to speak to one of our customer care executives. Thank you. "
"data/train/s6diZGlyXzliamRpcjp0b21jYXQ2MjUyOjE2MzkwNjkyNDY5ODY4g99snZ.gen_OneEye_Robocall__Amazon-SuspiciousCharge-P1.wav","en","We strongly recommend please do not access your account on your device for security reason until your account will not get fixed. For more support, speak to our Amazon support team. Press 1. "
"data/train/668392.wav","en","Dear customer, this is Marni from Amazon. We have noticed some fraudulent activities on your Amazon account regarding some unauthorized charge of $1,500 from unknown IP address coming from Albany, New York. Kindly press 1 to talk to our Amazon security department. Thank you. "
"data/train/959857.wav","en","Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. "
"data/train/615290.wav","en","your account, which is billed on your card attached to your Amazon account. The amount charged in $1,499. We noticed some suspicious activity on your account, so we have put in hold to this transaction. Please press 1 now. And to report, please press 2. Thank you. "
"data/train/1663081852.97905_in_Every1_Telecom_Robocall__CBP-GovtImpers-P2.wav","en","Hi, this call is from the Department of U.S. Customs and Border Protection to notify you about a package under your name that has been seized due to suspicious and criminal activity. Serious allegations have been filed against your name, due to which you will be taken into federal custody for further investigation. To speak to an officer for further assistance on your case, please press 1. "
"data/train/701103.wav","en","trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press one. I repeat press one. Thank you and have a great day. "
"data/train/373779.wav","en","The reason you have received this phone call from our department is to inform you that there is illegal enforcement actions filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. "
"data/train/864704.wav","en","Hello, you have been contacted by the cancellation department regarding a purchase on your account for MacBook Pro and AirPods. We would like to inform you that this order has been placed from your account. If you don't authorize this order then press 1 to speak to our representative. "
"data/train/559158.wav","en","Greetings. This is an automated message from the Disconnection Department of Duke Energy Electricity Company to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account. Please press 1 to speak with a representative. Please press 1. Thank you. "
"data/train/779106.wav","en","A pre-authorized purchase of an Apple MacBook Pro and an Apple AirPod is being ordered from your Amazon account for an amount of $1,537.35. To cancel your order or to connect with one of our customer support representatives, please press 1. "
"data/train/392276.wav","en","This is an important call regarding a legal enforcement action being executed under your name for suspicious and fraudulent activities carried out using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. "
"data/train/642449.wav","en","Hi, this is Daniel from Amazon customer service. We have seen a recent order number, AMZ0987, of iPhone 11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1499. We noticed some suspicious activity on your account. So we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you. "
"data/train/1116630.wav","zh","这是DHL国际快递最后语音通知 您有一份重要快件派送均无人签收 了解详情请按9 请按9 由人工客服为您服务 这是DHL国际快递最后语音通知 您有一份重要快件派送均无人签收 了解详情请按9 请按9 由人工客服为您服务 "
"data/train/360182.wav","en","Hello, you have reached the Central Processing Center for IRS Back Tax Negotiations. I am a virtual assistant that can help direct your call, how can I help you? You can say things like responding to a text or returning a phone call. "
"data/train/875540.wav","en","and the purpose of the call we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press 1. I repeat press 1. Thank you and have a great day. "
"data/train/848900.wav","en","A pre-authorized purchase of an Apple MacBook Pro and an Apple AirPods is being ordered from your Amazon account for an amount of $1,537.35. To cancel your order or to connect with one of our customer support representative, please press 1. "
"data/train/s6diZGlyX3p6d2RmYTp0b21jYXQ2MzQwOjE2NDkzNzI3ODQ4MDNNxF8yiu.gen_TelecomFirm_Robocall__Amazon-SuspiciousCharge-P1.wav","en","Customer, this is Molly from Amazon. We received one suspicious incoming charge of $729 in your Amazon account from Dayton, Ohio. For dispute on this charge, press one to connect with our Amazon customer care representative. Thank you. "
"data/train/543074.wav","en","My name is officer Amanda Barnes and the purpose of the call we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press one. I repeat press one. Thank you and have a great day. "
"data/train/497278.wav","en","Hi, this is the Alert System with Visa MasterCard account services with important changes to your account before the next billing cycle. Congratulations on your excellent payment history. You now qualify for a 0% interest rate on all your credit card accounts. This is a limited time offer and you must respond immediately. Press 1 now to speak to our qualification department and complete the enrollment process. "
"data/train/70642.wav","en","suspicious activities related to your Social Security number, we are forced to suspend your Social Security number with immediate effect. In case you feel this is an error, you may connect to the legal department of Social Security Administration. In order to connect a Social Security Administration officer, press 1. In case we did not hear from you, your Social will be blocked permanently. To connect now, press 1, and you will be automatically connected to the concerned department. "
"data/train/260538.wav","en","We've been trying to reach you from the dealer service center concerning your car's extended warranty. You should have received something in the mail about your car's extended warranty. Since we have not gotten a response, we are giving you a final first call before you close out your file. Press 2 to be removed and put on our do not call list. Press 1 to speak with someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak with a warranty specialist or call our 800 number at 833-304-1447. "
"data/train/927213.wav","en","Hello, you have been contacted by the cancellation department regarding a purchase on your account for MacBook Pro and AirPods. We would like to inform you that this order has been placed from your account. If you don't authorize this order then press 1 to speak to our representative. "
"data/train/857375.wav","en","We would like you to inform you that there has been an order placed for an Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 to speak to our representative, or press 2 to authorize. "
"data/train/544713.wav","en","species and fraudulent activities carried out using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt. To avoid initial appearance before a magistrate, judge, or grand jury for federal criminal offense, this is the final attempt to reach you. For more information, press 1 and hold for the next developmental officer. "
"data/train/509700.wav","en","calling you from the legal department to inform you that, due to some suspicious activities related to your name, we are trying to reach you, but unfortunately we missed your answer. In order to connect our legal department, press 1. So that we can discuss about your case file and take necessary action on this matter. In case we would not hear from you, then you will face some legal consequences. To connect now press 1, and you will be automatically connect to the concerned department by this call. You have been officially notified. Thank you. "
"data/train/701104.wav","en","We are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press one. I repeat press one. Thank you and have a great day. "
"data/train/61836.wav","en","with Jersey Central Power and Light, you have an automatic interruption of service in the next 30 to 45 minutes due to request a discontinue of the service or delinquent account status. If you find this to be an error and would like to stop the interruption, please press 1 to speak with the Notifications and Disconnections Department for Jersey Central Power and Light to rectify the issue and stop the interruption. Again, this is the Notifications Department with Jersey Central Power and Light, you have an automatic interruption of service in the next 30 to 45 minutes due to request a discontinue of the service or delinquent account status. If you find this to be an error and would like to stop the interruption, please press 1 to speak with the Notifications and Disconnections Department for Jersey Central Power and Light to rectify the issue and stop the interruption. This is the Notifications Department with Jersey Central Power and Light, you have an automatic interruption of service in the next 30 to 45 minutes due to request a discontinue of the service or delinquent account status. If you find this to be an error and would like to stop the interruption, please press 1 to speak with the Notifications and Disconnections Department for Jersey Central Power and Light to rectify the issue and stop the interruption. Again, this is the Notifications Department with Jersey Central Power and Light, you have an automatic interruption of service in the next 30 to 45 minutes due to request a discontinue of the service or delinquent account status. If you find this to be an error and would like to stop the interruption, please press 1 to speak with the Notifications and Disconnections Department for Jersey Central Power and Light to rectify the issue and stop the interruption. "
"data/train/73729.wav","en","will be reimbursed by $50 along with 35% discount on your electric and gas bills. Please press 1 to get your reimbursement. "
"data/train/530081.wav","en","Officer Amanda Barnes and the purpose of the call we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with Officer Press 1. I repeat Press 1. Thank you and have a great day. "
"data/train/1094286.wav","zh","SEDEX International Express will inform you for the last time, that you have a parcel that has been delivered twice, and no one has signed for it. For English inquiries, please press 1, and Chinese please press 2. SEDEX International Express will inform you for the last time, that you have a parcel that has been delivered twice, and no one has signed for it. For English inquiries, please press 1, and Chinese please press 2. "
"data/train/587318.wav","en","Do you have a moment to speak so I can go ahead and apply the discounts on your account? "
"data/train/817194.wav","en","to your Amazon account. The amount charged in $1,499. We noticed some suspicious activity on your account, so we have put in hold to this transaction. Please press 1 now. And to report, please press 2. "
"data/train/598194.wav","en","This call is from the Department of Social Security Administration. The reason you are receiving this phone call is to inform you that we will be suspending your social security number because we found some suspicious activities on your social security. If you want more information about this case, press 1. Thank you. Goodbye. "
"data/train/s6diZGlyX3d3ZGRmYTp0b21jYXQzOTk3OjE2MzM0NTgxNzQ2MDBhoQVTBD.gen_Inteliquent_Robocall__CCIRR-VisaAlert.wav","en","Hi, this is the Alert System with Visa MasterCard account services with important changes to your account before the next billing cycle. Congratulations on your excellent payment history. You now qualify for a 0% interest rate on all your credit card accounts. This is a limited time offer and you must respond immediately. Press 1 now to speak to our qualification department and complete the enrollment process. "
"data/train/549490.wav","en","Using your Amazon account, if you do not authorize this order then press 1 or press 2 to authorize the order. "
"data/train/707415.wav","en","A pre-authorized purchase of an Apple MacBook Pro and an Apple AirPods is being ordered from your Amazon account for an amount of $1,537.35. To cancel your order or to connect with one of our customer support representative, please press 1. "
"data/train/648026.wav","en","The reason you have received this phone call from our department is to inform you that we just suspend your social security number because we found some suspicious activity. So if you want to know about this case, just press 1. Thank you. "
"data/train/1114587.wav","en","Hi this call is from Amazon, we have noticed an unusual activity from four different locations and devices. There is one pre-authorized order placed for Apple MacBook Pro and AirPod Pro for a total amount of $1499 it will be deducted from your account soon. Your reference ID number is 27369. Was this you? If you have not authorized this transaction then press 1 to speak to one of our customer care executives. Thank you. "
"data/train/1194050.wav","en","Robot ready. Hi this is Sarah from Capital One Bank calling about your existing credit card Capital One Bank offering zero percent interest rate on your existing credit card to check your eligibility press 1 now and if you don't respond Capital One Bank will cancel this promotion so please press 1 now to talk to representative. Please say your name the legal name of the entity responsible for the call and your contact address and phone number. "
"data/train/660789.wav","en","Hi, this is Melissa with student support center. I am following up in regards to your outstanding federal student loan balance. We haven't been trying to reach you because you are eligible for the federal student loan forgiveness program due to the changes made in 2022 it's imperative that we speak to you as soon as possible since the student loan payment delay is about to come to an end, you can reach us directly to discuss your options at 833-631-7911 again that's 833-631-7911 thank you. "
"data/train/520013.wav","en","This is an automated message from the Disconnection Department of San Diego Gas and Electric to inform you that you will be experiencing a disconnection of service today within 30 minutes. Please press 1 to speak to a representative. Thank you. "
"data/train/648019.wav","en","The reason you are receiving this phone call is to inform you that we will be suspending your social security number because we found some suspicious activities on your social security. If you want more information about this case, press 1. Thank you. "
"data/train/576038.wav","en","trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with officer press 1. I repeat press 1. Thank you and have a great day. "
"data/train/68523.wav","en","We are giving you a final courtesy call before we close out your file. Press 2 to be put on our Do Not Call list. Or press 1 to speak to someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak to a warranty specialist. Or call our 800 number at 833-304-1447, UST 456. "
"data/train/872726.wav","en","Hi there, I'm calling you from AT&T Direct TV to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 888-399-4574 from 8am to 5pm Pacific Standard Time. Thank you and have a great day! "
"data/train/527767.wav","en","This is an important call regarding a legal enforcement action been executed under your name for suspicious and fraudulent activities carried on using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will an intentional second attempt to avoid initial appearance before a magistrate, judge, or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information press 1 and hold for the next available officer. This is the last one right now. "
"data/train/595123.wav","en","Hi, this is Daniel from Amazon customer service. We have seen a recent order number, AMZ0987, of iPhone 11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1499. We noticed some suspicious activity on your account. So we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you. "
"data/train/61296.wav","en","Department with Jersey Central Power and Light, you have an automatic interruption of service in the next 30 to 45 minutes due to request a discontinue of the service or delinquent account status. If you find this to be an error and would like to stop the interruption, please press 1 to speak with the Notifications and Disconnections Department for Jersey Central Power and Light to rectify the issue and stop the interruption. Again, this is the Notifications Department with Jersey Central Power and Light, you have an automatic interruption of service in the next 30 to 45 minutes due to request a discontinue of the service or delinquent account status. If you find this to be an error and would like to stop the interruption, please press 1 to speak with the Notifications and Disconnections Department for Jersey Central Power and Light to rectify the issue and stop the interruption. This is the Notifications Department with Jersey Central Power and Light, you have an automatic interruption of service in the next 30 to 45 minutes due to request a discontinue of the service or delinquent account status. If you find this to be an error and would like to stop the interruption, please press 1 to speak with the Notifications and Disconnections Department for Jersey Central Power and Light to rectify the issue and stop the interruption. Again, this is the Notifications Department with Jersey Central Power and Light, you have an automatic interruption of service in the next 30 to 45 minutes due to request a discontinue of the service or delinquent account status. If you find this to be an error and would like to stop the interruption, please press 1 to speak with the Notifications and Disconnections Department for Jersey Central Power and Light to rectify the issue and stop the interruption. "
